job_title,experience_level,employment_type,work_models,work_year,employee_residence,salary,salary_currency,salary_in_usd,company_location,company_size,remote_ratio
Data Science Manager,SE,FT,On-site,2023,US,211000,USD,211000,US,M,0
Data Scientist,SE,FT,Remote,2023,US,237000,USD,237000,US,M,100
Data Scientist,SE,FT,Remote,2023,US,201450,USD,201450,US,M,100
ML Engineer,SE,FT,On-site,2023,US,229000,USD,229000,US,M,0
ML Engineer,SE,FT,On-site,2023,US,206000,USD,206000,US,M,0
Data Scientist,SE,FT,Remote,2023,US,231000,USD,231000,US,M,100
ML Engineer,SE,FT,On-site,2023,US,183750,USD,183750,US,M,0
ML Engineer,SE,FT,On-site,2023,US,165400,USD,165400,US,M,0
Data Engineer,MI,FT,On-site,2023,US,175000,USD,175000,US,M,0
Data Scientist,SE,FT,On-site,2023,US,285800,USD,285800,US,M,0
Data Scientist,SE,FT,On-site,2023,US,154600,USD,154600,US,M,0
Data Operations Engineer,SE,FT,On-site,2023,US,289120,USD,289120,US,M,0
Data Operations Engineer,SE,FT,On-site,2023,US,192400,USD,192400,US,M,0
AWS Data Architect,MI,FT,Remote,2023,US,258000,USD,258000,US,L,100
Data Scientist,SE,FT,On-site,2023,US,196000,USD,196000,US,M,0
Data Scientist,SE,FT,On-site,2023,US,121000,USD,121000,US,M,0
Data Scientist,SE,FT,On-site,2023,US,141000,USD,141000,US,M,0
Data Engineer,SE,FT,On-site,2023,US,206000,USD,206000,US,M,0
Applied Scientist,SE,FT,On-site,2023,US,192000,USD,192000,US,M,0
Applied Scientist,SE,FT,On-site,2023,US,164000,USD,164000,US,M,0
Data Analyst,SE,FT,Remote,2023,US,147000,USD,147000,US,M,100
Data Analyst,SE,FT,Remote,2023,US,92000,USD,92000,US,M,100
Data Manager,MI,FT,On-site,2023,US,110000,USD,110000,US,M,0
Machine Learning Engineer,SE,FT,On-site,2023,US,261500,USD,261500,US,L,0
Machine Learning Engineer,SE,FT,On-site,2023,US,134500,USD,134500,US,L,0
Product Data Analyst,EN,CT,Hybrid,2023,US,83200,USD,83200,US,S,50
Analytics Engineer,SE,FT,Remote,2023,US,275300,USD,275300,US,M,100
Analytics Engineer,SE,FT,Remote,2023,US,183500,USD,183500,US,M,100
Data Engineer,SE,FT,Remote,2023,US,136600,USD,136600,US,M,100
Data Engineer,SE,FT,Remote,2023,US,109280,USD,109280,US,M,100
BI Data Analyst,MI,FT,Remote,2023,Egypt,70000,USD,70000,US,M,100
Research Engineer,SE,FT,On-site,2023,US,281000,USD,281000,US,M,0
Data Integration Specialist,EN,FT,Remote,2023,US,69500,USD,69500,US,M,100
Data Architect,SE,FT,Remote,2023,US,285000,USD,285000,US,M,100
Data Analyst,EN,FT,Remote,2023,US,69525,USD,69525,US,M,100
Data Analyst,EN,FT,Remote,2023,US,61800,USD,61800,US,M,100
ML Engineer,SE,FT,On-site,2023,US,178000,USD,178000,US,M,0
ML Engineer,SE,FT,On-site,2023,US,152000,USD,152000,US,M,0
Data Scientist,EN,FT,Remote,2023,Uzbekistan,40000,USD,40000,US,M,100
Data Visualization Analyst,SE,FT,On-site,2023,US,130000,USD,130000,US,M,0
Data Visualization Analyst,SE,FT,On-site,2023,US,110000,USD,110000,US,M,0
Data Scientist,EN,FT,Remote,2023,US,130001,USD,130001,US,M,100
Data Scientist,EN,FT,Remote,2023,US,71907,USD,71907,US,M,100
Data Architect,SE,FT,Remote,2023,US,205000,USD,205000,US,M,100
Data Architect,SE,FT,Remote,2023,US,150000,USD,150000,US,M,100
Head of Data,EX,FT,On-site,2023,US,204500,USD,204500,US,M,0
Head of Data,EX,FT,On-site,2023,US,142200,USD,142200,US,M,0
BI Data Analyst,EN,FT,Remote,2023,Argentina,60000,USD,60000,US,M,100
Data Scientist,SE,FT,On-site,2023,US,277500,USD,277500,US,M,0
Data Scientist,SE,FT,On-site,2023,US,236500,USD,236500,US,M,0
Cloud Data Engineer,EN,FT,Hybrid,2023,Germany,100000,USD,100000,US,L,50
Finance Data Analyst,SE,CT,Remote,2023,France,300000,EUR,323905,US,M,100
Research Scientist,EN,FT,On-site,2023,US,150000,USD,150000,US,M,0
Research Scientist,EN,FT,On-site,2023,US,100000,USD,100000,US,M,0
Data Analyst,SE,FT,On-site,2023,US,55000,USD,55000,US,M,0
Data Analytics Manager,MI,FT,On-site,2023,US,155000,USD,155000,US,M,0
Data Analytics Manager,MI,FT,On-site,2023,US,140000,USD,140000,US,M,0
Data Engineer,SE,FT,Remote,2023,US,265000,USD,265000,US,M,100
Data Engineer,SE,FT,Remote,2023,US,217000,USD,217000,US,M,100
Data Analyst,SE,FT,Remote,2023,US,83000,USD,83000,US,M,100
Data Analyst,SE,FT,Remote,2023,US,208450,USD,208450,US,M,100
Data Analyst,SE,FT,Remote,2023,US,170550,USD,170550,US,M,100
Machine Learning Engineer,SE,FT,On-site,2023,US,130000,USD,130000,US,M,0
Research Engineer,EN,FT,On-site,2023,US,165000,USD,165000,US,M,0
Research Engineer,EN,FT,On-site,2023,US,145000,USD,145000,US,M,0
Director of Data Science,EX,FT,On-site,2023,US,336400,USD,336400,US,M,0
Director of Data Science,EX,FT,On-site,2023,US,201900,USD,201900,US,M,0
Data Scientist,MI,FT,On-site,2023,US,189750,USD,189750,US,M,0
Data Scientist,MI,FT,On-site,2023,US,131100,USD,131100,US,M,0
Data Science Manager,MI,FT,Remote,2023,US,270000,USD,270000,US,M,100
Data Science Manager,MI,FT,Remote,2023,US,95000,USD,95000,US,M,100
Data Engineer,MI,FT,On-site,2023,US,117300,USD,117300,US,M,0
Data Engineer,MI,FT,On-site,2023,US,69000,USD,69000,US,M,0
Data Engineer,SE,FT,Remote,2023,US,182000,USD,182000,US,M,100
Data Engineer,SE,FT,Remote,2023,US,144000,USD,144000,US,M,100
Data Science Lead,MI,FT,On-site,2023,US,244000,USD,244000,US,M,0
Data Science Lead,MI,FT,On-site,2023,US,200000,USD,200000,US,M,0
Data Engineer,MI,FT,On-site,2023,US,260000,USD,260000,US,M,0
Machine Learning Engineer,SE,FT,Remote,2023,US,225000,USD,225000,US,M,100
Data Scientist,MI,FT,On-site,2023,US,102500,USD,102500,US,M,0
Data Engineer,MI,FT,Remote,2023,US,186600,USD,186600,US,M,100
Data Engineer,MI,FT,Remote,2023,US,116500,USD,116500,US,M,100
Machine Learning Scientist,SE,FT,Remote,2023,US,222000,USD,222000,US,M,100
Machine Learning Scientist,SE,FT,Remote,2023,US,138000,USD,138000,US,M,100
Machine Learning Scientist,SE,FT,Remote,2023,US,292000,USD,292000,US,M,100
Machine Learning Scientist,SE,FT,Remote,2023,US,164500,USD,164500,US,M,100
Machine Learning Scientist,SE,FT,Remote,2023,US,292200,USD,292200,US,M,100
Data Engineer,SE,FT,On-site,2023,US,163800,USD,163800,US,M,0
Data Engineer,SE,FT,On-site,2023,US,126000,USD,126000,US,M,0
Computer Vision Engineer,SE,FT,On-site,2023,US,280000,USD,280000,US,M,0
Computer Vision Engineer,SE,FT,On-site,2023,US,210000,USD,210000,US,M,0
Data Scientist,MI,FT,Remote,2023,US,150000,USD,150000,US,M,100
Machine Learning Engineer,MI,FT,Remote,2023,US,200000,USD,200000,US,M,100
Machine Learning Engineer,MI,FT,Remote,2023,US,170000,USD,170000,US,M,100
Director of Data Science,EX,FT,Remote,2023,US,225000,USD,225000,US,M,100
Director of Data Science,EX,FT,Remote,2023,US,175000,USD,175000,US,M,100
Data Science Consultant,SE,FT,On-site,2023,US,189750,USD,189750,US,M,0
Data Science Consultant,SE,FT,On-site,2023,US,131100,USD,131100,US,M,0
Data Analyst,SE,FT,Remote,2023,US,123400,USD,123400,US,M,100
Data Analyst,SE,FT,Remote,2023,US,82200,USD,82200,US,M,100
Applied Machine Learning Engineer,EX,FT,Remote,2023,US,225000,USD,225000,US,M,100
Data Engineer,SE,FT,On-site,2023,US,161800,USD,161800,US,M,0
Data Engineer,SE,FT,On-site,2023,US,121400,USD,121400,US,M,0
Research Scientist,SE,FT,On-site,2023,US,285000,USD,285000,US,M,0
Research Scientist,SE,FT,On-site,2023,US,193900,USD,193900,US,M,0
Analytics Engineer,SE,FT,On-site,2023,US,240000,USD,240000,US,M,0
Analytics Engineer,SE,FT,On-site,2023,US,196000,USD,196000,US,M,0
Data Scientist,SE,FT,On-site,2023,US,214000,USD,214000,US,M,0
Decision Scientist,SE,FT,Remote,2023,US,170000,USD,170000,US,M,100
Decision Scientist,SE,FT,Remote,2023,US,155000,USD,155000,US,M,100
Data Analyst,SE,FT,On-site,2023,US,98000,USD,98000,US,M,0
Machine Learning Engineer,SE,FT,Remote,2023,US,199000,USD,199000,US,M,100
Machine Learning Engineer,SE,FT,Remote,2023,US,260000,USD,260000,US,M,100
Data Engineer,EX,FT,On-site,2023,US,145000,USD,145000,US,M,0
Data Analyst,SE,FT,On-site,2023,US,87500,USD,87500,US,M,0
Analytics Engineer,SE,FT,Remote,2023,US,231250,USD,231250,US,M,100
Analytics Engineer,SE,FT,Remote,2023,US,138750,USD,138750,US,M,100
Machine Learning Engineer,MI,FT,On-site,2023,US,155000,USD,155000,US,M,0
Data Engineer,MI,FT,On-site,2023,US,242000,USD,242000,US,M,0
Data Engineer,MI,FT,On-site,2023,US,195000,USD,195000,US,M,0
Research Scientist,EN,FT,On-site,2023,US,155000,USD,155000,US,M,0
Research Scientist,EN,FT,On-site,2023,US,125000,USD,125000,US,M,0
Machine Learning Engineer,MI,FT,Remote,2023,US,160000,USD,160000,US,M,100
Machine Learning Engineer,MI,FT,Remote,2023,US,140000,USD,140000,US,M,100
Data Scientist,SE,FT,On-site,2023,US,183924,USD,183924,US,M,0
Data Scientist,SE,FT,On-site,2023,US,125760,USD,125760,US,M,0
ML Engineer,MI,CT,Remote,2023,US,30000,USD,30000,US,S,100
ML Engineer,MI,CT,Remote,2023,US,25500,USD,25500,US,S,100
Applied Scientist,EN,FT,On-site,2023,US,213660,USD,213660,US,L,0
Applied Scientist,EN,FT,On-site,2023,US,130760,USD,130760,US,L,0
Data Engineer,SE,FT,On-site,2023,US,253200,USD,253200,US,M,0
Computer Vision Engineer,SE,FT,On-site,2023,US,342810,USD,342810,US,M,0
Computer Vision Engineer,SE,FT,On-site,2023,US,184590,USD,184590,US,M,0
Data Analyst,MI,FT,On-site,2023,US,105380,USD,105380,US,M,0
Data Analyst,MI,FT,On-site,2023,US,64500,USD,64500,US,M,0
Applied Scientist,EN,FT,On-site,2023,US,204620,USD,204620,US,L,0
Applied Scientist,EN,FT,On-site,2023,US,110680,USD,110680,US,L,0
Data Engineer,SE,FT,On-site,2023,US,270703,USD,270703,US,M,0
Data Engineer,SE,FT,On-site,2023,US,221484,USD,221484,US,M,0
Data Scientist,SE,FT,Remote,2023,US,212750,USD,212750,US,M,100
Data Scientist,SE,FT,Remote,2023,US,218500,USD,218500,US,M,100
Data Scientist,SE,FT,Remote,2023,US,199098,USD,199098,US,M,100
Data Engineer,SE,FT,Remote,2023,US,203300,USD,203300,US,M,100
Data Engineer,SE,FT,Remote,2023,US,123600,USD,123600,US,M,100
Data Engineer,SE,FT,Remote,2023,US,231500,USD,231500,US,M,100
Data Engineer,SE,FT,Remote,2023,US,166000,USD,166000,US,M,100
Data Scientist,SE,FT,Remote,2023,US,172500,USD,172500,US,M,100
Data Scientist,SE,FT,Remote,2023,US,110500,USD,110500,US,M,100
Data Engineer,SE,FT,On-site,2023,US,238000,USD,238000,US,M,0
Data Engineer,SE,FT,Remote,2023,US,237000,USD,237000,US,M,100
Data Engineer,SE,FT,Remote,2023,US,201450,USD,201450,US,M,100
Data Engineer,SE,FT,Remote,2023,US,193500,USD,193500,US,M,100
Data Engineer,SE,FT,Remote,2023,US,139000,USD,139000,US,M,100
Machine Learning Engineer,SE,FT,Remote,2023,Portugal,150000,USD,150000,US,M,100
Business Intelligence Engineer,SE,FT,On-site,2023,US,185900,USD,185900,US,M,0
Business Intelligence Engineer,SE,FT,On-site,2023,US,129300,USD,129300,US,M,0
Machine Learning Engineer,EN,FT,On-site,2023,US,163196,USD,163196,US,M,0
Machine Learning Engineer,EN,FT,On-site,2023,US,145885,USD,145885,US,M,0
Data Analyst,SE,FT,On-site,2023,US,202800,USD,202800,US,L,0
Data Analyst,SE,FT,On-site,2023,US,104300,USD,104300,US,L,0
Data Engineer,SE,FT,On-site,2023,US,179170,USD,179170,US,M,0
Data Engineer,SE,FT,On-site,2023,US,94300,USD,94300,US,M,0
Analytics Engineer,SE,FT,On-site,2023,US,152500,USD,152500,US,M,0
Analytics Engineer,SE,FT,On-site,2023,US,116450,USD,116450,US,M,0
Data Engineer,SE,FT,On-site,2023,US,133800,USD,133800,US,M,0
Research Scientist,EN,FT,Hybrid,2023,US,220000,USD,220000,US,L,50
Analytics Engineer,SE,FT,On-site,2023,US,214000,USD,214000,US,M,0
Machine Learning Engineer,SE,FT,Remote,2023,US,283200,USD,283200,US,M,100
Machine Learning Engineer,SE,FT,Remote,2023,US,188800,USD,188800,US,M,100
Data Engineer,SE,FT,Remote,2023,US,161800,USD,161800,US,M,100
Data Engineer,SE,FT,Remote,2023,US,141600,USD,141600,US,M,100
Machine Learning Engineer,SE,FT,On-site,2023,US,342300,USD,342300,US,L,0
Machine Learning Engineer,SE,FT,On-site,2023,US,176100,USD,176100,US,L,0
Data Engineer,EN,FT,On-site,2023,US,85000,USD,85000,US,M,0
Data Engineer,EN,FT,On-site,2023,US,65000,USD,65000,US,M,0
Data Scientist,SE,FT,Remote,2023,US,138784,USD,138784,US,M,100
Data Scientist,SE,FT,Remote,2023,US,83270,USD,83270,US,M,100
Data Analyst,EN,FT,On-site,2023,US,70000,USD,70000,US,M,0
Machine Learning Engineer,SE,FT,Remote,2023,US,318300,USD,318300,US,M,100
Machine Learning Engineer,SE,FT,Remote,2023,US,212200,USD,212200,US,M,100
Analytics Engineer,SE,FT,On-site,2023,US,230000,USD,230000,US,M,0
Analytics Engineer,SE,FT,On-site,2023,US,143200,USD,143200,US,M,0
Business Data Analyst,MI,FT,Hybrid,2023,US,105000,USD,105000,US,L,50
Data Analyst,SE,FT,On-site,2023,US,168400,USD,168400,US,M,0
Data Analyst,SE,FT,On-site,2023,US,105200,USD,105200,US,M,0
Data Engineer,SE,FT,Remote,2023,US,220000,USD,220000,US,M,100
Data Analyst,EN,FT,Remote,2023,US,75000,USD,75000,US,M,100
Machine Learning Engineer,MI,FT,On-site,2023,US,250000,USD,250000,US,M,0
Data Scientist,SE,FT,On-site,2023,US,186000,USD,186000,US,M,0
Research Engineer,MI,FT,On-site,2023,US,230000,USD,230000,US,M,0
Research Engineer,MI,FT,On-site,2023,US,200000,USD,200000,US,M,0
Data Engineer,EX,FT,On-site,2023,US,205000,USD,205000,US,M,0
Computer Vision Engineer,SE,FT,On-site,2023,US,215000,USD,215000,US,M,0
Computer Vision Engineer,SE,FT,On-site,2023,US,170000,USD,170000,US,M,0
Data Quality Analyst,SE,FT,On-site,2023,US,100000,USD,100000,US,M,0
Data Quality Analyst,SE,FT,On-site,2023,US,80000,USD,80000,US,M,0
Data Scientist,SE,FT,On-site,2023,US,162500,USD,162500,US,M,0
AI Developer,MI,FT,Remote,2023,US,200000,USD,200000,US,M,100
Data Engineer,EX,FT,On-site,2023,US,115000,USD,115000,US,M,0
Data Scientist,SE,FT,On-site,2023,US,239000,USD,239000,US,L,0
Data Scientist,SE,FT,On-site,2023,US,122900,USD,122900,US,L,0
Data Scientist,SE,FT,On-site,2023,US,237000,USD,237000,US,M,0
Data Science Manager,SE,FT,On-site,2023,US,191765,USD,191765,US,M,0
Data Science Manager,SE,FT,On-site,2023,US,134236,USD,134236,US,M,0
Analytics Engineer,SE,FT,Remote,2023,US,190000,USD,190000,US,M,100
Analytics Engineer,SE,FT,Remote,2023,US,112000,USD,112000,US,M,100
Data Analyst,SE,FT,On-site,2023,US,105500,USD,105500,US,M,0
Research Engineer,SE,FT,On-site,2023,US,293000,USD,293000,US,M,0
Data Analyst,SE,FT,On-site,2023,US,148500,USD,148500,US,M,0
Analytics Engineer,SE,FT,Remote,2023,US,152900,USD,152900,US,M,100
Analytics Engineer,SE,FT,Remote,2023,US,117100,USD,117100,US,M,100
Analytics Engineer,SE,FT,Remote,2023,US,173000,USD,173000,US,M,100
Analytics Engineer,SE,FT,Remote,2023,US,113000,USD,113000,US,M,100
Data Engineer,EX,FT,On-site,2023,US,175000,USD,175000,US,M,0
Data Engineer,EX,FT,On-site,2023,US,110000,USD,110000,US,M,0
Research Scientist,SE,FT,Remote,2023,US,110000,USD,110000,US,M,100
Applied Scientist,SE,FT,Remote,2023,US,205000,USD,205000,US,M,100
Data Analyst,SE,FT,Remote,2023,US,149500,USD,149500,US,M,100
Data Analyst,SE,FT,Remote,2023,US,127075,USD,127075,US,M,100
Data Engineer,SE,FT,Remote,2023,US,219535,USD,219535,US,M,100
Data Engineer,SE,FT,Remote,2023,US,146115,USD,146115,US,M,100
Analytics Engineer,EX,FT,Remote,2023,US,221000,USD,221000,US,M,100
Analytics Engineer,EX,FT,Remote,2023,US,153000,USD,153000,US,M,100
Data Analyst,SE,FT,On-site,2023,US,187000,USD,187000,US,M,0
Data Engineer,SE,FT,On-site,2023,US,109000,USD,109000,US,M,0
Data Analyst,SE,FT,Remote,2023,US,142000,USD,142000,US,M,100
Data Manager,SE,FT,On-site,2023,US,198800,USD,198800,US,M,0
Data Manager,SE,FT,On-site,2023,US,105200,USD,105200,US,M,0
Data Analyst,SE,FT,Remote,2023,US,112000,USD,112000,US,M,100
Data Manager,SE,FT,Remote,2023,US,115000,USD,115000,US,M,100
Data Manager,SE,FT,Remote,2023,US,86000,USD,86000,US,M,100
Data Analyst,SE,FT,On-site,2023,US,106000,USD,106000,US,M,0
Machine Learning Engineer,MI,FT,Remote,2023,US,280700,USD,280700,US,M,100
Machine Learning Engineer,MI,FT,Remote,2023,US,150450,USD,150450,US,M,100
Data Scientist,MI,FT,Remote,2023,US,93918,USD,93918,US,M,100
Data Scientist,MI,FT,Remote,2023,US,51962,USD,51962,US,M,100
Machine Learning Engineer,SE,FT,On-site,2023,US,257000,USD,257000,US,M,0
Data Engineer,SE,FT,Remote,2023,US,222000,USD,222000,US,M,100
Data Scientist,SE,FT,Remote,2023,US,133200,USD,133200,US,M,100
Data Engineer,SE,FT,On-site,2023,US,221000,USD,221000,US,M,0
Data Engineer,SE,FT,On-site,2023,US,147000,USD,147000,US,M,0
Data Scientist,SE,FT,Remote,2023,US,238000,USD,238000,US,M,100
Data Scientist,SE,FT,Remote,2023,US,156000,USD,156000,US,M,100
Machine Learning Engineer,SE,FT,Remote,2023,US,304000,USD,304000,US,M,100
Data Engineer,SE,FT,On-site,2023,US,183600,USD,183600,US,M,0
Data Specialist,MI,FT,On-site,2023,US,130000,USD,130000,US,M,0
Data Analytics Manager,SE,FT,Remote,2023,US,160000,USD,160000,US,M,100
Data Analytics Manager,SE,FT,Remote,2023,US,120000,USD,120000,US,M,100
Machine Learning Engineer,SE,FT,On-site,2023,US,289076,USD,289076,US,M,0
Machine Learning Engineer,SE,FT,On-site,2023,US,202353,USD,202353,US,M,0
Data Scientist,SE,FT,Remote,2023,US,157750,USD,157750,US,M,100
Data Scientist,SE,FT,Remote,2023,US,104650,USD,104650,US,M,100
Data Scientist,MI,FT,Remote,2023,US,180000,USD,180000,US,M,100
Data Scientist,EX,FT,On-site,2023,US,200000,USD,200000,US,M,0
Lead Data Analyst,MI,FT,On-site,2023,US,68000,USD,68000,US,L,0
BI Data Engineer,EN,FT,Remote,2023,US,60000,USD,60000,US,M,100
Research Engineer,EN,FT,On-site,2023,US,155000,USD,155000,US,M,0
Research Engineer,EN,FT,On-site,2023,US,125000,USD,125000,US,M,0
Machine Learning Engineer,SE,FT,On-site,2023,US,181000,USD,181000,US,M,0
Data Scientist,SE,FT,On-site,2023,US,252000,USD,252000,US,M,0
Data Scientist,SE,FT,On-site,2023,US,154000,USD,154000,US,M,0
Data Architect,EX,FT,On-site,2023,US,180000,USD,180000,US,M,0
Data Architect,EX,FT,On-site,2023,US,155000,USD,155000,US,M,0
Data Analyst,EN,FT,Remote,2023,US,64200,USD,64200,US,M,100
Data Analyst,EN,FT,Remote,2023,US,56100,USD,56100,US,M,100
Data Manager,MI,FT,On-site,2023,US,135000,USD,135000,US,M,0
Data Analyst,SE,FT,On-site,2023,US,153600,USD,153600,US,M,0
Data Analyst,SE,FT,On-site,2023,US,100500,USD,100500,US,M,0
Data Analyst,MI,FT,On-site,2023,US,182500,USD,182500,US,M,0
Data Analyst,MI,FT,On-site,2023,US,121500,USD,121500,US,M,0
Data Engineer,SE,FT,On-site,2023,US,203100,USD,203100,US,M,0
Data Engineer,SE,FT,On-site,2023,US,114500,USD,114500,US,M,0
Data Engineer,EN,FT,Remote,2023,US,92700,USD,92700,US,M,100
Data Architect,MI,FT,On-site,2023,US,167500,USD,167500,US,M,0
Data Architect,MI,FT,On-site,2023,US,106500,USD,106500,US,M,0
Data Engineer,EX,FT,Remote,2023,US,286000,USD,286000,US,M,100
Data Engineer,EX,FT,Remote,2023,US,207000,USD,207000,US,M,100
Data Engineer,SE,FT,On-site,2023,US,178600,USD,178600,US,M,0
Machine Learning Scientist,MI,FT,On-site,2023,US,230000,USD,230000,US,M,0
Machine Learning Scientist,MI,FT,On-site,2023,US,220000,USD,220000,US,M,0
Research Scientist,MI,FT,Remote,2023,US,210000,USD,210000,US,M,100
Research Scientist,MI,FT,Remote,2023,US,151800,USD,151800,US,M,100
Data Scientist,SE,FT,On-site,2023,US,317070,USD,317070,US,M,0
Data Scientist,SE,FT,On-site,2023,US,170730,USD,170730,US,M,0
MLOps Engineer,MI,FT,Remote,2023,US,134000,USD,134000,US,M,100
MLOps Engineer,MI,FT,Remote,2023,US,124000,USD,124000,US,M,100
Data Engineer,SE,FT,On-site,2023,US,124500,USD,124500,US,M,0
Data Analyst,SE,FT,On-site,2023,US,175000,USD,175000,US,M,0
Data Analyst,SE,FT,On-site,2023,US,148700,USD,148700,US,M,0
Data Analyst,SE,FT,On-site,2023,US,125600,USD,125600,US,M,0
Research Engineer,EN,FT,On-site,2023,US,120000,USD,120000,US,M,0
Data Analyst,SE,FT,Remote,2023,US,185000,USD,185000,US,M,100
Data Analyst,SE,FT,Remote,2023,US,120250,USD,120250,US,M,100
Data Scientist,SE,FT,Remote,2023,US,183000,USD,183000,US,M,100
Data Architect,SE,FT,Remote,2023,US,125000,USD,125000,US,M,100
Machine Learning Engineer,MI,FT,Hybrid,2023,US,135000,USD,135000,US,L,50
Data Engineer,MI,FT,On-site,2023,US,143865,USD,143865,US,M,0
Data Engineer,MI,FT,On-site,2023,US,115092,USD,115092,US,M,0
Machine Learning Engineer,MI,FT,On-site,2023,US,90000,USD,90000,US,M,0
Data Scientist,SE,FT,Remote,2023,US,173000,USD,173000,US,M,100
Data Scientist,SE,FT,Remote,2023,US,132000,USD,132000,US,M,100
Data Analyst,SE,FT,On-site,2023,US,208049,USD,208049,US,M,0
Data Analyst,SE,FT,On-site,2023,US,128500,USD,128500,US,M,0
Data Engineer,MI,FT,On-site,2023,US,149600,USD,149600,US,M,0
Data Engineer,MI,FT,On-site,2023,US,102000,USD,102000,US,M,0
Data Scientist,EX,FT,On-site,2023,US,100000,USD,100000,US,M,0
Data Analyst,SE,FT,Remote,2023,US,190000,USD,190000,US,M,100
Data Engineer,MI,FT,On-site,2023,US,151000,USD,151000,US,M,0
Data Analyst,MI,FT,On-site,2023,US,154000,USD,154000,US,M,0
Data Analyst,MI,FT,On-site,2023,US,143000,USD,143000,US,M,0
Data Scientist,EN,FT,On-site,2023,US,190000,USD,190000,US,M,0
Data Scientist,EN,FT,On-site,2023,US,120000,USD,120000,US,M,0
Data Engineer,SE,FT,On-site,2023,US,111000,USD,111000,US,M,0
Data Engineer,EX,FT,On-site,2023,US,265000,USD,265000,US,M,0
Data Engineer,EX,FT,On-site,2023,US,235000,USD,235000,US,M,0
Data Engineer,MI,FT,Remote,2023,US,75000,USD,75000,US,M,100
Data Engineer,MI,FT,Remote,2023,US,60400,USD,60400,US,M,100
Data Analyst,MI,FT,Remote,2023,US,83500,USD,83500,US,M,100
Data Analyst,MI,FT,Remote,2023,US,52500,USD,52500,US,M,100
Data Scientist,SE,FT,On-site,2023,US,201036,USD,201036,US,M,0
Data Scientist,SE,FT,On-site,2023,US,134024,USD,134024,US,M,0
Data Engineer,EN,FT,Remote,2023,US,62000,USD,62000,US,M,100
Data Engineer,EN,FT,Remote,2023,US,58000,USD,58000,US,M,100
Data Scientist,SE,FT,On-site,2023,US,172000,USD,172000,US,M,0
Data Scientist,SE,FT,On-site,2023,US,115000,USD,115000,US,M,0
Data Engineer,EN,FT,On-site,2023,US,125000,USD,125000,US,M,0
Data Engineer,EN,FT,On-site,2023,US,90000,USD,90000,US,M,0
Data Engineer,SE,FT,On-site,2023,US,139500,USD,139500,US,M,0
Data Engineer,SE,FT,On-site,2023,US,109400,USD,109400,US,M,0
Data Engineer,MI,FT,On-site,2023,US,145000,USD,145000,US,M,0
Data Scientist,SE,FT,On-site,2023,US,239748,USD,239748,US,M,0
Data Scientist,SE,FT,On-site,2023,US,159832,USD,159832,US,M,0
Data Scientist,SE,FT,Remote,2023,US,186300,USD,186300,US,M,100
Data Scientist,SE,FT,Remote,2023,US,102500,USD,102500,US,M,100
Data Architect,SE,FT,Remote,2023,US,149040,USD,149040,US,M,100
Data Architect,SE,FT,Remote,2023,US,113900,USD,113900,US,M,100
Data Engineer,SE,FT,Remote,2023,US,153600,USD,153600,US,M,100
Data Engineer,SE,FT,Remote,2023,US,106800,USD,106800,US,M,100
Data Engineer,SE,FT,Remote,2023,US,172600,USD,172600,US,M,100
Data Engineer,SE,FT,Remote,2023,US,107900,USD,107900,US,M,100
Data Analyst,SE,FT,On-site,2023,US,180180,USD,180180,US,M,0
Data Analyst,SE,FT,On-site,2023,US,106020,USD,106020,US,M,0
Data Architect,SE,FT,Remote,2023,US,376080,USD,376080,US,M,100
Data Architect,SE,FT,Remote,2023,US,213120,USD,213120,US,M,100
Data Analyst,SE,FT,Remote,2023,US,206500,USD,206500,US,M,100
Data Analyst,SE,FT,Remote,2023,US,121600,USD,121600,US,M,100
Cloud Database Engineer,SE,FT,Remote,2023,US,170000,USD,170000,US,L,100
Applied Machine Learning Scientist,SE,FT,Remote,2023,US,90000,USD,90000,US,L,100
Data Analyst,EN,FT,Remote,2023,US,95000,USD,95000,US,M,100
Data Analyst,EN,FT,Remote,2023,US,70000,USD,70000,US,M,100
Machine Learning Engineer,SE,FT,Remote,2023,US,120000,USD,120000,US,M,100
Research Engineer,SE,FT,On-site,2023,US,175000,USD,175000,US,M,0
Data Analyst,MI,FT,On-site,2023,US,206000,USD,206000,US,M,0
Analytics Engineer,SE,FT,On-site,2023,US,87000,USD,87000,US,M,0
Data Scientist,MI,FT,On-site,2023,US,145000,USD,145000,US,M,0
Data Engineer,EN,FT,On-site,2023,US,115100,USD,115100,US,M,0
Data Engineer,EN,FT,On-site,2023,US,73900,USD,73900,US,M,0
Financial Data Analyst,MI,FT,Remote,2023,US,130000,USD,130000,US,L,100
Data Scientist,SE,FT,On-site,2023,US,205000,USD,205000,US,M,0
Research Scientist,SE,FT,On-site,2023,US,141288,USD,141288,US,M,0
Research Scientist,SE,FT,On-site,2023,US,94192,USD,94192,US,M,0
Data Infrastructure Engineer,SE,FT,Remote,2023,US,184000,USD,184000,US,M,100
Data Infrastructure Engineer,SE,FT,Remote,2023,US,143000,USD,143000,US,M,100
ML Engineer,MI,FT,On-site,2023,US,160000,USD,160000,US,M,0
ML Engineer,MI,FT,On-site,2023,US,147000,USD,147000,US,M,0
Data Engineer,EX,FT,Remote,2023,US,210914,USD,210914,US,M,100
Data Engineer,EX,FT,Remote,2023,US,116704,USD,116704,US,M,100
